Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,power_voltage_in_volts,power_current_in_amps,Total_power,TP_round,EC
32049,329,3166,99,28,9999,0,1392,0,4204,5851,4,4,1478,525,2000,0,0,89,90,42,0,34,0,0,0,1440,1584,6133,936,0,44,33,33,39,31,30,28,44,26,65,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.204,1.392,5.851967999999999,5.85,5.64
32979,329,3166,99,28,9999,0,1474,0,4204,6196,4,4,1478,525,2000,0,0,90,90,35,0,0,0,0,0,1440,1584,6754,977,0,45,47,39,50,42,45,42,44,33,70,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.204,1.474,6.196695999999999,6.2,5.97
33979,329,3166,99,28,9999,0,1390,0,4204,5843,4,4,1478,525,1555,0,0,90,90,35,0,0,0,0,0,1440,1584,5675,917,0,42,38,36,33,30,10,42,35,22,69,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.204,1.39,5.843559999999999,5.84,5.63
34979,329,3166,99,28,9999,0,1450,0,4204,6095,4,4,1478,525,1555,0,0,90,90,33,0,0,0,0,0,1440,1584,6687,1385,320,42,54,42,45,52,35,36,42,25,72,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,100,4.204,1.45,6.0958,6.1,5.87
35979,329,3166,99,28,9999,0,1453,0,4204,6108,4,4,1478,525,1804,0,0,90,90,35,0,0,0,0,0,1440,1584,6026,923,0,47,40,33,41,39,47,23,42,21,66,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.204,1.453,6.1084119999999995,6.11,5.89
36979,329,3166,99,28,9999,0,1442,0,4204,6062,4,4,1478,525,1804,0,0,90,90,34,0,0,0,0,0,1440,1584,6337,1391,339,33,44,44,52,42,26,33,31,30,74,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,100,4.204,1.442,6.062168,6.06,5.84
37979,329,3166,99,28,9999,0,1500,0,4204,6663,4,4,1478,525,1804,0,0,85,90,34,0,0,0,0,0,1440,1584,8220,946,0,47,39,45,36,35,31,16,47,26,83,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.204,1.5,6.305999999999999,6.31,6.08
38980,329,3166,99,28,9999,0,1500,0,4188,6503,4,4,1478,525,2000,0,0,90,90,39,0,0,0,0,0,1440,1584,6634,1443,592,44,54,52,52,47,35,14,44,52,80,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,100,4.188,1.5,6.282,6.28,6.05
39979,329,3166,98,28,9999,0,1500,0,4188,6470,4,4,1478,525,2000,0,0,90,90,37,0,0,0,0,0,1440,1584,6911,1452,666,50,44,52,44,50,30,36,50,23,82,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,100,4.188,1.5,6.282,6.28,6.05
40980,329,3166,98,28,9999,0,1500,0,4188,6332,4,4,1478,525,2000,0,0,89,90,38,0,0,0,0,0,1440,1584,6649,1446,500,52,44,52,47,50,21,50,52,17,82,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,100,4.188,1.5,6.282,6.28,6.05
41979,329,3166,98,28,9999,0,1470,0,4194,6165,4,4,1478,525,2000,0,0,80,90,36,0,0,2,0,0,1440,1584,6625,931,0,35,35,39,43,31,31,31,35,16,60,0,0,15666,3227,0,3104,50,3155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.194,1.47,6.165179999999999,6.17,5.94
42979,329,3166,98,28,9999,0,1500,0,4194,7431,4,4,1478,525,2000,0,0,86,90,39,0,14,19,0,0,1440,1584,7423,1451,621,50,56,55,50,52,42,31,50,31,81,0,0,15666,3227,0,3104,50,3155,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,100,4.194,1.5,6.291,6.29,6.06
43979,329,3166,98,28,9999,0,1500,0,4194,6777,4,4,1478,525,2000,0,0,91,90,37,0,0,0,0,0,1440,1584,8142,1428,348,54,50,45,47,42,22,31,54,26,90,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,100,4.194,1.5,6.291,6.29,6.06
44979,329,3166,98,28,9999,0,1500,0,4194,6475,4,4,1478,525,2000,0,0,90,90,38,0,0,0,0,0,1440,1584,6663,1448,625,55,44,56,52,50,40,39,55,28,82,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,100,4.194,1.5,6.291,6.29,6.06
45980,329,3166,98,28,9999,0,1500,0,4194,6727,4,4,1478,525,2000,0,0,90,90,37,0,0,0,0,0,1440,1584,7003,1466,656,44,47,54,52,44,30,44,44,33,86,0,0,15666,3227,0,3104,50,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,100,4.194,1.5,6.291,6.29,6.06
